STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Total crimes against SCs
UTTAR PRADESH,GORAKHPUR,2001,5,2,4,0,1,2,1,146,0,0,161
UTTAR PRADESH,HAMIRPUR,2001,5,6,2,0,0,3,11,53,0,41,121
UTTAR PRADESH,HARDOI,2001,11,14,5,0,2,6,37,119,0,96,290
UTTAR PRADESH,HATHRAS,2001,3,2,2,2,2,3,8,7,0,69,98
UTTAR PRADESH,J.P.NAGAR,2001,10,3,3,1,0,1,2,0,0,61,81
UTTAR PRADESH,JALAUN,2001,6,1,2,1,3,2,6,6,0,124,151
UTTAR PRADESH,JAUNPUR,2001,3,1,0,0,0,2,10,77,0,30,123
UTTAR PRADESH,JHANSI,2001,9,5,3,1,0,3,7,82,0,29,139
UTTAR PRADESH,KANNAUJ,2001,6,1,2,1,2,3,6,6,0,65,92
UTTAR PRADESH,KANPUR DEHAT,2001,2,3,5,0,2,3,7,8,0,81,111
UTTAR PRADESH,KANPUR NAGAR,2001,12,11,9,0,5,3,61,120,0,78,299
UTTAR PRADESH,KAUSHAMBI,2001,6,5,3,0,0,4,22,0,0,102,142
UTTAR PRADESH,KHIRI,2001,16,21,0,0,2,6,62,165,0,49,321
UTTAR PRADESH,KUSHI NAGAR,2001,2,3,1,0,0,0,0,68,0,62,136
UTTAR PRADESH,LALITPUR,2001,0,4,0,0,0,0,5,22,0,19,50
UTTAR PRADESH,LUCKNOW,2001,11,19,16,1,2,8,24,221,0,128,430
UTTAR PRADESH,MAHARAJGANJ,2001,0,3,0,0,0,0,0,40,0,1,44
UTTAR PRADESH,MAHOBA,2001,5,3,1,0,1,1,5,79,0,10,105
UTTAR PRADESH,MAINPURI,2001,6,4,6,0,3,5,10,90,0,60,184
UTTAR PRADESH,MATHURA,2001,8,6,2,0,1,2,11,0,0,49,79
UTTAR PRADESH,MAU,2001,0,2,3,0,0,3,10,17,0,70,105
UTTAR PRADESH,MEERUT,2001,9,4,6,0,0,1,9,106,0,77,212
UTTAR PRADESH,MIRZAPUR,2001,2,3,1,0,0,1,1,29,0,6,43
UTTAR PRADESH,MORADABAD,2001,4,7,1,0,1,3,11,13,0,39,79
UTTAR PRADESH,MUZAFFARNAGAR,2001,13,11,6,0,1,0,18,7,0,24,80
UTTAR PRADESH,PILIBHIT,2001,12,11,2,0,3,5,36,101,0,45,215
UTTAR PRADESH,PRATAPGARH,2001,6,3,3,0,0,2,4,64,0,68,150
UTTAR PRADESH,RAIBAREILLY,2001,4,19,7,0,1,3,9,183,0,54,280
UTTAR PRADESH,RAMPUR,2001,6,5,2,0,0,0,0,49,0,3,65
UTTAR PRADESH,SAHARANPUR,2001,4,5,1,0,0,1,15,4,0,28,58
UTTAR PRADESH,SANT KABIRNAGAR,2001,2,5,0,0,0,0,0,44,0,0,51
UTTAR PRADESH,SHAHJAHANPUR,2001,11,16,9,0,0,3,26,36,0,81,182
UTTAR PRADESH,SHRAWASTI,2001,2,2,1,0,0,0,3,57,0,0,65
UTTAR PRADESH,SIDHARTHNAGAR,2001,1,3,3,0,0,1,6,72,0,0,86
UTTAR PRADESH,SITAPUR,2001,15,28,6,0,7,10,10,54,0,265,395
UTTAR PRADESH,SONBHADRA,2001,2,2,0,0,0,0,3,16,0,0,23
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,1,0,0,0,0,2,7,39,0,22,71
UTTAR PRADESH,SULTANPUR,2001,2,3,0,0,1,3,4,114,0,38,165
UTTAR PRADESH,UNNAO,2001,14,18,12,0,7,2,34,188,0,112,387
UTTAR PRADESH,VARANASI,2001,2,1,0,0,0,2,2,66,0,9,82
UTTAR PRADESH,TOTAL,2001,423,412,219,16,83,178,821,4885,12,3683,10732
UTTARAKHAND,ALMORA,2001,0,0,0,0,0,0,0,7,0,3,10
UTTARAKHAND,BAGESHWAR,2001,0,0,0,0,0,0,0,7,0,3,10
UTTARAKHAND,CHAMOLI,2001,0,0,0,0,0,0,1,7,0,3,11
UTTARAKHAND,CHAMPAWAT,2001,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,DEHRADUN,2001,0,0,0,0,0,0,0,6,0,2,8
UTTARAKHAND,HARIDWAR,2001,7,1,3,0,0,1,3,3,0,3,21
UTTARAKHAND,NAINITAL,2001,0,0,0,0,0,0,0,12,0,7,19
UTTARAKHAND,PAURI GARHWAL,2001,1,0,0,0,0,0,3,4,0,2,10
UTTARAKHAND,PITHORAGARH,2001,1,0,0,0,0,0,0,1,0,0,2
UTTARAKHAND,RUDRA PRAYAG,2001,0,0,0,0,0,0,0,3,0,1,4
UTTARAKHAND,TEHRI GARHWAL,2001,0,0,0,0,0,0,13,13,0,8,34
UTTARAKHAND,UDHAMSINGH NAGAR,2001,1,1,0,0,0,0,3,11,0,7,23
UTTARAKHAND,UTTARKASHI,2001,0,0,0,0,0,0,0,10,0,6,16
UTTARAKHAND,TOTAL,2001,10,2,3,0,0,1,23,84,0,45,168
WEST BENGAL,24 PARGANAS NORTH,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,24 PARGANAS SOUTH,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,ASANSOL,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BANKURA,2001,0,1,0,0,0,0,0,2,0,1,4
WEST BENGAL,BIRBHUM,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,BURDWAN,2001,0,1,0,0,0,0,1,2,0,0,4
WEST BENGAL,COOCHBEHAR,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DAKSHIN DINAJPUR,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,DARJEELING,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOOGHLY,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH CITY,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,HOWRAH G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,JALPAIGURI,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,KOLKATA,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MALDA,2001,0,1,0,0,0,0,0,1,0,0,2
WEST BENGAL,MIDNAPUR,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,MURSHIDABAD,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,NADIA,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,PURULIA,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SEALDAH G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,SILIGURI G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,UTTAR DINAJPUR,2001,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,TOTAL,2001,0,3,0,0,0,0,1,5,0,1,10
A & N ISLANDS,ANDAMAN,2001,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,NICOBAR,2001,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,CHANDIGARH,2001,0,1,0,0,0,0,0,2,0,0,3
CHANDIGARH,TOTAL,2001,0,1,0,0,0,0,0,2,0,0,3
D & N HAVELI,D and N HAVELI,2001,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DAMAN,2001,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DIU,2001,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0
DELHI,CENTRAL,2001,0,0,0,0,0,0,0,1,0,0,1
DELHI,EAST,2001,0,0,0,0,0,0,0,3,0,0,3
DELHI,G.R.P.(RLY),2001,0,0,0,0,0,0,0,0,0,0,0
DELHI,I.G.I.AIRPORT,2001,0,0,0,0,0,0,0,0,0,0,0
DELHI,NEW DELHI,2001,0,0,0,0,0,0,0,1,0,0,1
DELHI,NORTH,2001,0,0,0,0,0,0,0,2,0,0,2
DELHI,NORTH EAST,2001,0,0,0,0,0,0,0,0,2,0,2
DELHI,NORTH WEST,2001,0,0,0,0,0,0,0,2,0,0,2
DELHI,S.T.F.,2001,0,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH,2001,0,0,0,0,0,0,0,4,0,0,4
DELHI,SOUTH WEST,2001,0,0,0,0,0,0,0,4,0,0,4
DELHI,WEST,2001,0,0,0,0,0,0,0,0,0,0,0
DELHI,TOTAL,2001,0,0,0,0,0,0,0,17,2,0,19
LAKSHADWEEP,LAKSHADWEEP,2001,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,TOTAL,2001,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,PONDICHERRY,2001,0,0,0,0,0,0,0,0,13,0,13
PUDUCHERRY,TOTAL,2001,0,0,0,0,0,0,0,0,13,0,13
ANDHRA PRADESH,ADILABAD,2002,0,2,0,0,0,0,2,0,16,18,38
ANDHRA PRADESH,ANANTAPUR,2002,0,3,0,0,0,1,32,25,0,51,112
ANDHRA PRADESH,CHITTOOR,2002,1,5,0,0,0,0,22,27,1,40,96
ANDHRA PRADESH,CUDDAPAH,2002,0,3,1,0,0,0,20,14,2,47,87
ANDHRA PRADESH,EAST GODAVARI,2002,2,4,0,0,0,0,26,16,52,0,100
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,2002,1,4,0,0,0,0,31,4,2,38,80
ANDHRA PRADESH,HYDERABAD CITY,2002,0,1,0,0,0,0,0,36,5,35,77
ANDHRA PRADESH,KARIMNAGAR,2002,12,9,5,0,0,0,111,80,11,292,520
ANDHRA PRADESH,KHAMMAM,2002,2,3,0,0,0,0,6,25,5,51,92
ANDHRA PRADESH,KRISHNA,2002,7,5,1,0,0,1,25,22,153,136,350
ANDHRA PRADESH,KURNOOL,2002,1,7,0,0,0,0,15,90,24,18,155
ANDHRA PRADESH,MAHABOOBNAGAR,2002,8,12,0,0,0,2,0,64,23,82,191
ANDHRA PRADESH,MEDAK,2002,0,5,1,0,0,0,4,70,1,65,146
ANDHRA PRADESH,NALGONDA,2002,0,2,0,0,0,0,1,36,3,5,47
ANDHRA PRADESH,NELLORE,2002,0,4,2,0,0,0,21,124,0,57,208
ANDHRA PRADESH,NIZAMABAD,2002,0,5,0,0,0,0,6,13,0,38,62
ANDHRA PRADESH,PRAKASHAM,2002,3,0,0,0,0,0,47,19,4,30,103
ANDHRA PRADESH,RANGA REDDY,2002,19,8,4,0,2,7,96,38,17,50,241
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,0,0,0,0,0,0,0,2,0,0,2
ANDHRA PRADESH,SRIKAKULAM,2002,1,3,0,0,0,0,10,14,12,37,77
ANDHRA PRADESH,VIJAYAWADA,2002,2,4,1,0,1,0,51,7,24,23,113
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,0,0,0,0,0,0,0,0,4,1,5
ANDHRA PRADESH,VISAKHA RURAL,2002,0,0,0,0,0,0,10,7,31,42,90
ANDHRA PRADESH,VISAKHAPATNAM,2002,0,0,0,0,0,0,0,5,4,7,16
ANDHRA PRADESH,VIZIANAGARAM,2002,0,1,0,0,0,1,0,13,38,55,108
ANDHRA PRADESH,WARANGAL,2002,0,2,0,0,0,0,3,30,17,60,112
ANDHRA PRADESH,WEST GODAVARI,2002,1,6,3,0,1,0,29,49,10,58,157
ANDHRA PRADESH,TOTAL,2002,60,98,18,0,4,12,568,830,459,1336,3385
ARUNACHAL PRADESH,CHANGLANG,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,DIBANG VALLEY,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,LOHIT,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG EAST,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG UPPER,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TAWANG,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2002,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,BARPETA,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,C.I.D.,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,2002,0,0,0,0,0,0,1,0,0,2,3
ASSAM,DIBRUGARH,2002,0,0,0,0,1,1,4,0,0,0,6
ASSAM,G.R.P.,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,2002,3,0,4,0,1,1,9,0,0,14,32
ASSAM,GUWAHATI CITY,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2002,0,0,0,0,0,0,0,0,0,6,6
ASSAM,N.C.HILLS,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NAGAON,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,NALBARI,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,R.P.O.,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,TINSUKIA,2002,0,0,0,0,0,0,0,0,0,0,0
ASSAM,TOTAL,2002,3,0,4,0,2,2,14,0,0,22,47
BIHAR,ARARIA,2002,5,12,0,0,0,0,3,3,0,17,40
BIHAR,ARWAL,2002,0,0,0,0,0,1,0,2,0,2,5
BIHAR,AURANGABAD,2002,0,0,0,0,0,0,11,11,0,0,22
BIHAR,BAGAHA,2002,0,0,0,0,0,0,0,22,0,0,22
BIHAR,BANKA,2002,0,0,0,0,0,0,0,3,0,5,8
BIHAR,BEGUSARAI,2002,0,0,0,0,0,0,3,29,0,11,43
BIHAR,BETTIAH,2002,5,0,0,0,0,0,83,25,0,0,113
BIHAR,BHABHUA,2002,1,0,0,0,0,0,0,0,0,8,9
BIHAR,BHAGALPUR,2002,0,2,0,0,0,0,0,41,0,39,82
BIHAR,BHOJPUR,2002,0,0,0,0,0,0,0,2,1,3,6
BIHAR,BUXAR,2002,0,0,0,0,0,0,15,15,15,0,45
BIHAR,DARBHANGA,2002,0,0,0,0,0,0,0,43,0,0,43
BIHAR,GAYA,2002,0,1,0,0,0,0,6,45,0,0,52
BIHAR,GOPALGANJ,2002,0,0,0,0,0,3,7,8,0,3,21
BIHAR,JAMALPUR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2002,0,0,0,0,0,0,1,0,3,0,4
BIHAR,JEHANABAD,2002,9,3,0,2,4,0,0,22,0,0,40
BIHAR,KATIHAR,2002,0,0,0,0,0,0,21,21,0,0,42
BIHAR,KATIHAR RLY.,2002,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2002,0,0,0,0,0,0,5,0,0,2,7
BIHAR,KISHANGANJ,2002,0,0,0,0,0,0,0,4,2,4,10
BIHAR,LAKHISARAI,2002,1,0,1,0,0,0,0,2,0,0,4
BIHAR,MADHEPURA,2002,1,2,0,1,0,1,1,1,4,0,11
BIHAR,MADHUBANI,2002,0,0,0,0,0,0,51,104,71,69,295
BIHAR,MOTIHARI,2002,9,4,0,0,0,0,9,11,0,11,44
BIHAR,MUNGER,2002,0,0,0,0,0,1,3,11,0,7,22
BIHAR,MUZAFFARPUR,2002,0,0,0,0,0,0,16,16,0,0,32
BIHAR,MUZAFFARPUR RLY.,2002,0,0,0,0,0,0,0,1,1,0,2
BIHAR,NALANDA,2002,1,2,0,0,0,1,23,47,8,22,104
BIHAR,NAUGACHIA,2002,0,1,0,0,0,0,0,0,0,1,2
BIHAR,NAWADAH,2002,0,0,0,0,0,0,45,12,1,0,58
BIHAR,PATNA,2002,1,1,0,0,0,1,5,33,0,11,52
BIHAR,PATNA RLY.,2002,0,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2002,0,1,0,0,0,0,2,11,0,9,23
BIHAR,ROHTAS,2002,0,0,0,0,0,0,0,30,0,0,30
BIHAR,SAHARSA,2002,0,0,0,0,0,0,10,10,0,0,20
BIHAR,SAMASTIPUR,2002,0,5,0,0,0,0,2,0,0,0,7
BIHAR,SARAN,2002,0,0,0,0,0,0,23,0,0,0,23
BIHAR,SHEIKHPURA,2002,0,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2002,0,0,0,0,0,0,0,15,0,0,15
BIHAR,SITAMARHI,2002,0,2,0,0,0,0,4,37,2,20,65
BIHAR,SIWAN,2002,0,0,0,0,0,0,11,11,0,0,22
BIHAR,SUPAUL,2002,0,0,0,0,0,0,0,5,5,0,10
BIHAR,VAISHALI,2002,0,0,0,0,0,0,0,62,0,62,124
BIHAR,TOTAL,2002,33,36,1,3,4,8,360,715,113,306,1579
CHHATTISGARH,BALRAMPUR,2002,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,2002,3,3,1,1,0,4,13,32,0,36,93
CHHATTISGARH,BIZAPUR,2002,1,0,0,0,0,0,0,0,0,1,2
CHHATTISGARH,DANTEWARA,2002,0,0,0,0,0,0,0,0,0,3,3
CHHATTISGARH,DHAMTARI,2002,0,1,1,0,0,0,0,0,0,6,8
CHHATTISGARH,DURG,2002,2,11,1,0,0,0,4,22,0,15,55
CHHATTISGARH,GRP RAIPUR,2002,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JAGDALPUR,2002,0,1,0,0,0,0,0,6,0,0,7
CHHATTISGARH,JANJGIR,2002,0,2,0,0,0,0,0,0,0,17,19
CHHATTISGARH,JASHPUR,2002,0,0,0,0,0,0,2,0,0,2,4
CHHATTISGARH,KABIRDHAM,2002,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KANKER,2002,1,3,0,0,0,0,0,0,0,4,8
CHHATTISGARH,KORBA,2002,0,1,0,0,0,0,11,0,0,7,19
CHHATTISGARH,KORIYA,2002,0,1,0,0,0,0,0,0,0,7,8
CHHATTISGARH,MAHASAMUND,2002,2,6,2,0,0,0,8,17,0,0,35
CHHATTISGARH,RAIGARH,2002,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,2002,2,17,2,0,0,1,34,0,0,65,121
CHHATTISGARH,RAJNANDGAON,2002,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,SARGUJA,2002,0,18,3,0,0,0,0,0,22,18,61
CHHATTISGARH,TOTAL,2002,11,64,10,1,0,5,72,77,22,181,443
GOA,NORTH GOA,2002,0,0,0,0,0,0,0,0,0,1,1
GOA,SOUTH GOA,2002,0,0,0,0,0,0,0,1,0,0,1
GOA,TOTAL,2002,0,0,0,0,0,0,0,1,0,1,2
GUJARAT,AHMEDABAD COMMR.,2002,7,0,2,0,0,0,14,13,1,2,39
GUJARAT,AHMEDABAD RURAL,2002,1,0,0,0,0,1,11,18,0,25,56
GUJARAT,AHWA-DANG,2002,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AMRELI,2002,2,0,3,0,0,0,6,21,0,29,61
GUJARAT,ANAND,2002,0,0,1,0,0,0,5,8,5,11,30
GUJARAT,BHARUCH,2002,0,0,0,1,1,0,2,7,0,3,14
GUJARAT,BHAVNAGAR,2002,4,1,0,0,0,3,12,14,0,20,54
GUJARAT,DAHOD,2002,0,0,0,9,12,0,3,1,0,12,37
GUJARAT,GANDHINAGAR,2002,0,3,1,0,0,1,29,0,0,6,40
GUJARAT,HIMATNAGAR,2002,1,0,0,0,2,1,7,18,0,18,47
GUJARAT,JAMNAGAR,2002,0,3,2,0,3,0,18,5,0,36,67
GUJARAT,JUNAGADH,2002,1,0,2,1,0,1,17,11,0,63,96
GUJARAT,KHEDA NORTH,2002,0,0,1,0,1,0,2,20,0,10,34
GUJARAT,KUTCH,2002,2,0,2,0,1,0,40,5,0,14,64
GUJARAT,MEHSANA,2002,0,1,2,0,0,0,15,51,0,33,102
GUJARAT,NARMADA,2002,0,0,0,0,0,0,0,2,0,1,3
GUJARAT,NAVSARI,2002,0,0,0,0,0,0,0,3,0,6,9
GUJARAT,PALANPUR,2002,1,3,2,0,0,0,5,54,0,88,153
GUJARAT,PANCHMAHAL,2002,0,0,0,0,0,0,2,7,0,30,39
GUJARAT,PATAN,2002,0,2,1,0,0,1,16,0,0,37,57
GUJARAT,PORBANDAR,2002,0,0,0,0,0,0,2,8,0,6,16
GUJARAT,RAJKOT COMMR.,2002,0,1,2,0,0,0,3,11,0,5,22
GUJARAT,RAJKOT RURAL,2002,1,1,0,0,1,1,45,2,0,17,68
GUJARAT,SURAT COMMR.,2002,0,1,0,0,0,0,0,9,0,2,12
GUJARAT,SURAT RURAL,2002,11,0,0,0,2,1,17,2,0,48,81
GUJARAT,SURENDRANAGAR,2002,2,0,3,0,1,2,65,24,0,17,114
GUJARAT,VADODARA COMMR.,2002,0,0,2,0,0,0,1,2,0,7,12
GUJARAT,VADODARA RURAL,2002,0,1,0,0,0,0,2,6,0,9,18
GUJARAT,VALSAD,2002,1,0,0,0,0,1,1,10,0,7,20
GUJARAT,W.RLY,2002,0,0,1,0,0,0,0,0,0,4,5
GUJARAT,TOTAL,2002,34,17,27,11,24,13,340,332,6,566,1370
HARYANA,AMBALA,2002,0,2,0,0,0,0,8,1,0,9,20
HARYANA,BHIWANI,2002,0,2,1,0,0,0,0,1,0,4,8
HARYANA,FARIDABAD,2002,1,1,2,0,0,0,1,10,0,5,20
HARYANA,FATEHABAD,2002,1,2,1,0,0,0,2,0,0,4,10
HARYANA,GRP,2002,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2002,0,0,0,0,0,1,0,1,0,0,2
HARYANA,HISSAR,2002,1,1,2,0,0,1,5,0,0,8,18
HARYANA,JHAJJAR,2002,0,0,0,0,0,0,0,4,0,4,8
HARYANA,JIND,2002,1,1,0,0,0,0,7,1,0,1,11
HARYANA,KAITHAL,2002,0,0,0,0,0,0,0,1,0,1,2
HARYANA,KARNAL,2002,1,3,1,0,0,0,8,0,0,6,19
HARYANA,KURUKSHETRA,2002,2,2,2,0,0,0,0,3,0,6,15
HARYANA,MAHENDRAGARH,2002,1,3,1,0,0,0,3,4,0,11,23
HARYANA,PANCHKULA,2002,0,2,1,0,0,0,0,1,0,1,5
