STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs,Total crimes against STs
CHHATTISGARH,JAGDALPUR,2004,17,22,0,0,0,0,3,0,74,49,165
CHHATTISGARH,JANJGIR,2004,1,3,0,0,0,0,1,0,0,10,15
CHHATTISGARH,JASHPUR,2004,0,8,0,0,0,0,0,0,12,12,32
CHHATTISGARH,KABIRDHAM,2004,1,2,0,0,0,0,7,0,15,7,32
CHHATTISGARH,KANKER,2004,6,7,0,5,0,0,12,0,0,0,30
CHHATTISGARH,KORBA,2004,1,4,1,0,0,0,3,0,0,3,12
CHHATTISGARH,KORIYA,2004,1,4,0,0,0,0,0,0,14,10,29
CHHATTISGARH,MAHASAMUND,2004,1,5,1,0,0,0,0,0,0,14,21
CHHATTISGARH,NARAYANPUR,2004,0,0,0,0,0,0,0,0,1,0,1
CHHATTISGARH,RAIGARH,2004,0,4,0,0,0,0,1,0,0,11,16
CHHATTISGARH,RAIPUR,2004,2,11,1,1,0,0,16,0,34,34,99
CHHATTISGARH,RAJNANDGAON,2004,1,5,0,0,0,0,4,0,0,23,33
CHHATTISGARH,SARGUJA,2004,0,0,0,0,0,0,0,0,25,0,25
GOA,NORTH GOA,2004,0,0,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD RURAL,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AHWA-DANG,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,AMRELI,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,ANAND,2004,0,0,2,0,0,0,1,0,0,1,4
GUJARAT,BHARUCH,2004,1,4,0,0,0,0,3,0,14,4,26
GUJARAT,BHAVNAGAR,2004,0,0,0,0,0,0,0,0,0,1,1
GUJARAT,DAHOD,2004,0,3,0,29,31,0,0,0,2,3,68
GUJARAT,GANDHINAGAR,2004,0,0,1,0,0,0,1,0,0,1,3
GUJARAT,HIMATNAGAR,2004,1,0,0,0,0,0,2,0,2,2,7
GUJARAT,JAMNAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,JUNAGADH,2004,1,0,1,0,1,0,1,0,0,1,5
GUJARAT,KHEDA NORTH,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,KUTCH,2004,0,1,0,0,0,0,0,0,0,1,2
GUJARAT,MEHSANA,2004,0,0,0,0,0,0,0,0,1,1,2
GUJARAT,NARMADA,2004,0,0,0,0,1,1,2,0,1,3,8
GUJARAT,NAVSARI,2004,1,1,0,0,0,0,0,0,1,2,5
GUJARAT,PALANPUR,2004,0,3,0,0,0,0,0,0,5,9,17
GUJARAT,PANCHMAHAL,2004,0,1,0,0,0,0,3,0,5,2,11
GUJARAT,PATAN,2004,0,0,1,0,0,0,2,0,0,0,3
GUJARAT,PORBANDAR,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT RURAL,2004,0,1,0,0,0,0,0,0,0,0,1
GUJARAT,SURAT COMMR.,2004,0,1,0,0,0,0,0,0,0,0,1
GUJARAT,SURAT RURAL,2004,0,3,1,0,1,0,15,0,13,2,35
GUJARAT,SURENDRANAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,VADODARA COMMR.,2004,0,1,0,0,0,0,1,0,2,3,7
GUJARAT,VADODARA RURAL,2004,1,2,0,0,0,0,4,0,3,5,15
GUJARAT,VALSAD,2004,1,0,0,0,0,0,0,0,10,9,20
GUJARAT,W.RLY,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,AMBALA,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FATEHABAD,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GRP,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,HISSAR,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KAITHAL,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KURUKSHETRA,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,MAHENDRAGARH,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,REWARI,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,ROHTAK,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2004,0,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,BILASPUR,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CHAMBA,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2004,0,0,0,0,0,0,0,0,0,5,5
HIMACHAL PRADESH,KANGRA,2004,0,1,0,0,0,0,0,0,1,0,2
HIMACHAL PRADESH,KINNAUR,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,LAHAUL-SPITI,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SHIMLA,2004,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,SIRMAUR,2004,0,0,0,0,0,0,0,0,0,3,3
HIMACHAL PRADESH,SOLAN,2004,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,UNA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BORDER,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2004,0,0,0,0,0,0,0,0,0,1,1
JHARKHAND,BOKARO,2004,0,0,0,0,0,0,0,0,7,0,7
JHARKHAND,CHAIBASA,2004,0,0,0,0,0,0,0,0,3,0,3
JHARKHAND,CHATRA,2004,1,0,0,0,0,0,1,0,1,0,3
JHARKHAND,DEOGHAR,2004,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,2004,1,1,0,0,0,0,0,0,1,4,7
JHARKHAND,DHANBAD RLY.,2004,0,1,1,0,0,0,0,0,0,0,2
JHARKHAND,DUMKA,2004,1,2,0,0,0,0,0,0,5,1,9
JHARKHAND,GARHWA,2004,1,1,2,0,1,0,1,0,7,5,18
JHARKHAND,GIRIDIH,2004,1,1,0,0,0,0,1,0,1,0,4
JHARKHAND,GODDA,2004,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,2004,1,0,0,0,0,0,0,0,0,2,3
JHARKHAND,HAZARIBAGH,2004,0,0,0,0,0,0,0,0,0,1,1
JHARKHAND,JAMSHEDPUR,2004,0,1,0,0,0,0,2,0,2,3,8
JHARKHAND,JAMSHEDPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2004,1,0,0,0,0,0,1,0,0,1,3
JHARKHAND,KODERMA,2004,0,1,0,0,0,0,0,0,0,0,1
JHARKHAND,LATEHAR,2004,0,0,0,0,0,0,0,0,0,1,1
JHARKHAND,LOHARDAGGA,2004,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PAKUR,2004,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,PALAMU,2004,1,1,1,0,0,0,0,0,0,1,4
JHARKHAND,RANCHI,2004,1,2,1,0,0,0,0,0,13,22,39
JHARKHAND,SAHEBGANJ,2004,1,2,1,0,0,0,3,0,0,2,9
JHARKHAND,SARAIKELA,2004,0,0,1,0,0,0,0,0,0,0,1
JHARKHAND,SIMDEGA,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BAGALKOT,2004,2,0,0,0,0,0,2,0,9,7,20
KARNATAKA,BANGALORE COMMR.,2004,0,0,0,0,0,0,0,0,0,1,1
KARNATAKA,BANGALORE RURAL,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELGAUM,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELLARY,2004,0,0,0,0,0,0,0,0,35,0,35
KARNATAKA,BIDAR,2004,0,0,0,0,0,0,0,0,0,3,3
KARNATAKA,BIJAPUR,2004,0,0,0,0,0,0,2,0,5,2,9
KARNATAKA,CHAMARAJNAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHICKMAGALUR,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHITRADURGA,2004,1,0,0,0,0,0,3,0,11,7,22
KARNATAKA,DAKSHIN KANNADA,2004,0,0,0,0,0,0,0,0,3,0,3
KARNATAKA,DAVANAGERE,2004,0,0,0,0,0,0,2,0,7,5,14
KARNATAKA,DHARWAD COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DHARWAD RURAL,2004,0,0,0,0,0,0,0,0,4,4,8
KARNATAKA,GADAG,2004,0,0,0,0,0,0,0,0,2,0,2
KARNATAKA,GULBARGA,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HASSAN,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2004,0,0,0,0,0,0,0,0,5,0,5
KARNATAKA,K.G.F.,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KODAGU,2004,0,0,0,0,0,0,1,0,0,0,1
KARNATAKA,KOLAR,2004,0,0,0,0,0,0,0,0,0,3,3
KARNATAKA,KOPPAL,2004,0,0,0,0,0,0,0,1,0,0,1
KARNATAKA,MANDYA,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MYSORE COMMR.,2004,0,1,0,0,0,0,0,0,6,0,7
KARNATAKA,MYSORE RURAL,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAICHUR,2004,0,0,0,0,2,0,0,0,19,0,21
KARNATAKA,RAILWAYS,2004,0,0,0,0,0,0,0,0,3,0,3
KARNATAKA,SHIMOGA,2004,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,TUMKUR,2004,0,0,0,0,0,0,0,0,3,0,3
KARNATAKA,UDUPI,2004,0,0,0,0,0,0,0,0,6,6,12
KARNATAKA,UTTAR KANNADA,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,ALAPUZHA,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,CBCID,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM RURAL,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,IDUKKI,2004,0,1,0,0,0,0,1,0,0,2,4
KERALA,KANNUR,2004,0,1,0,0,0,0,1,0,1,3,6
KERALA,KASARGOD,2004,1,1,0,0,0,0,0,0,1,2,5
KERALA,KOLLAM,2004,0,0,0,0,0,0,0,0,1,4,5
KERALA,KOTTAYAM,2004,0,1,0,0,0,1,0,0,0,3,5
KERALA,KOZHIKODE COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,KOZHIKODE RURAL,2004,0,2,1,0,0,0,1,0,0,0,4
KERALA,MALAPPURAM,2004,0,1,0,0,0,0,1,0,0,1,3
KERALA,PALAKKAD,2004,0,3,0,0,0,0,1,0,1,2,7
KERALA,PATHANAMTHITTA,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,RAILWAYS,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,THRISSUR,2004,0,1,0,0,0,0,0,0,1,0,2
KERALA,TRIVANDRUM COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
KERALA,TRIVANDRUM RURAL,2004,0,0,0,0,0,0,1,0,1,0,2
KERALA,WAYANADU,2004,1,8,0,0,0,0,15,0,5,10,39
MADHYA PRADESH,ANUPPUR,2004,0,3,0,0,0,1,1,0,0,28,33
MADHYA PRADESH,ASHOK NAGAR,2004,0,1,0,1,0,0,4,0,0,1,7
MADHYA PRADESH,BALAGHAT,2004,2,9,0,0,0,0,12,0,21,21,65
MADHYA PRADESH,BARWANI,2004,0,3,0,0,0,0,8,0,0,32,43
MADHYA PRADESH,BETUL,2004,5,20,3,0,0,0,22,0,0,12,62
MADHYA PRADESH,BHIND,2004,1,0,0,0,0,0,0,0,0,1,2
MADHYA PRADESH,BHOPAL,2004,1,1,1,0,0,0,0,0,9,6,18
MADHYA PRADESH,BHOPAL RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,BURHANPUR,2004,0,0,0,0,0,0,0,0,0,1,1
MADHYA PRADESH,CHHATARPUR,2004,0,5,0,0,0,0,3,0,0,2,10
MADHYA PRADESH,CHHINDWARA,2004,1,24,0,0,0,0,12,0,0,28,65
MADHYA PRADESH,DAMOH,2004,1,5,0,0,0,0,4,0,14,4,28
MADHYA PRADESH,DATIYA,2004,0,1,0,0,0,0,1,0,0,1,3
MADHYA PRADESH,DEWAS,2004,1,10,1,0,0,2,1,0,0,46,61
MADHYA PRADESH,DHAR,2004,4,24,1,0,0,0,0,0,0,30,59
MADHYA PRADESH,DINDORI,2004,0,7,0,0,0,0,3,0,24,14,48
MADHYA PRADESH,GUNA,2004,0,3,0,0,0,0,16,0,0,16,35
MADHYA PRADESH,GWALIOR,2004,0,4,0,0,0,1,1,0,0,12,18
MADHYA PRADESH,HARDA,2004,0,7,0,0,0,0,2,0,0,12,21
MADHYA PRADESH,HOSHANGABAD,2004,0,6,0,0,0,0,8,0,0,10,24
MADHYA PRADESH,INDORE,2004,0,10,1,0,0,0,28,0,0,18,57
MADHYA PRADESH,INDORE RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2004,1,6,0,0,0,0,8,0,31,16,62
MADHYA PRADESH,JABALPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2004,0,5,0,0,0,0,2,0,0,12,19
MADHYA PRADESH,KATNI,2004,0,3,0,0,0,0,1,0,11,7,22
MADHYA PRADESH,KHANDWA,2004,1,6,0,0,0,0,1,0,0,87,95
MADHYA PRADESH,KHARGON,2004,4,3,0,0,1,0,30,0,0,33,71
MADHYA PRADESH,MANDLA,2004,1,9,0,0,0,0,18,0,0,25,53
MADHYA PRADESH,MANDSAUR,2004,0,1,0,0,0,0,2,0,0,10,13
MADHYA PRADESH,MORENA,2004,0,0,1,0,0,0,0,0,0,7,8
MADHYA PRADESH,NARSINGHPUR,2004,0,7,0,0,0,0,10,0,0,12,29
MADHYA PRADESH,NEEMUCH,2004,0,0,0,0,0,0,0,0,0,6,6
MADHYA PRADESH,PANNA,2004,2,1,0,0,0,0,0,0,8,17,28
MADHYA PRADESH,RAISEN,2004,0,11,0,0,0,0,3,0,0,16,30
MADHYA PRADESH,RAJGARH,2004,0,2,0,0,0,0,1,0,0,11,14
MADHYA PRADESH,RATLAM,2004,0,8,1,0,0,0,5,0,0,50,64
MADHYA PRADESH,REWA,2004,3,2,1,0,2,0,0,0,6,18,32
MADHYA PRADESH,SAGAR,2004,2,7,1,0,0,1,2,0,0,36,49
MADHYA PRADESH,SATNA,2004,1,8,0,0,0,1,10,0,0,38,58
MADHYA PRADESH,SEONI,2004,1,9,0,0,0,0,8,0,35,27,80
MADHYA PRADESH,SHAHDOL,2004,1,9,0,0,0,0,8,0,0,18,36
MADHYA PRADESH,SHAJAPUR,2004,0,1,0,0,0,1,0,0,0,15,17
MADHYA PRADESH,SHEOPUR,2004,1,4,1,0,0,0,3,0,19,11,39
MADHYA PRADESH,SHIVPURI,2004,3,2,0,0,0,1,1,0,0,26,33
MADHYA PRADESH,SIDHI,2004,1,5,3,0,0,0,0,0,19,19,47
MADHYA PRADESH,SIHORE,2004,1,3,0,0,0,0,0,0,0,13,17
MADHYA PRADESH,TIKAMGARH,2004,1,1,0,0,0,0,0,0,0,7,9
MADHYA PRADESH,UJJAIN,2004,0,2,0,0,0,0,4,0,0,16,22
MADHYA PRADESH,UMARIYA,2004,2,5,0,0,0,1,0,0,15,15,38
MADHYA PRADESH,VIDISHA,2004,1,7,0,0,0,2,2,0,0,4,16
MAHARASHTRA,AHMEDNAGAR,2004,0,2,0,0,0,2,0,0,0,2,6
MAHARASHTRA,AKOLA,2004,0,0,0,0,0,0,0,0,0,2,2
MAHARASHTRA,AMRAVATI COMMR.,2004,0,0,0,0,0,0,0,0,2,1,3
MAHARASHTRA,AMRAVATI RURAL,2004,2,0,0,0,0,0,1,0,0,5,8
MAHARASHTRA,AURANGABAD COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,AURANGABAD RURAL,2004,0,2,0,0,1,1,0,0,0,2,6
MAHARASHTRA,BEED,2004,0,0,0,0,0,1,0,0,0,0,1
MAHARASHTRA,BHANDARA,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,BULDHANA,2004,0,4,0,0,0,0,0,0,0,6,10
MAHARASHTRA,CHANDRAPUR,2004,0,6,0,0,0,0,0,0,1,8,15
MAHARASHTRA,DHULE,2004,0,1,0,0,0,0,3,0,1,3,8
MAHARASHTRA,GADCHIROLI,2004,0,1,0,0,0,0,0,0,0,5,6
MAHARASHTRA,GONDIA,2004,0,1,0,0,0,0,0,0,0,1,2
MAHARASHTRA,HINGOLI,2004,0,0,1,0,0,1,1,0,0,2,5
MAHARASHTRA,JALGAON,2004,0,1,0,0,0,0,0,0,0,4,5
MAHARASHTRA,JALNA,2004,0,1,0,0,0,0,0,0,0,2,3
MAHARASHTRA,KOLHAPUR,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,LATUR,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,MUMBAI,2004,0,1,0,0,0,0,0,0,0,0,1
MAHARASHTRA,MUMBAI RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,NAGPUR COMMR.,2004,0,1,0,0,0,0,0,0,0,0,1
MAHARASHTRA,NAGPUR RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,NAGPUR RURAL,2004,0,0,0,0,0,0,0,0,2,2,4
MAHARASHTRA,NANDED,2004,0,0,0,1,0,0,0,0,0,0,1
MAHARASHTRA,NANDURBAR,2004,0,3,0,0,0,0,2,0,11,6,22
MAHARASHTRA,NASIK COMMR.,2004,0,0,0,0,0,0,0,0,1,1,2
MAHARASHTRA,NASIK RURAL,2004,0,2,0,0,0,0,0,0,4,11,17
MAHARASHTRA,NAVI MUMBAI,2004,0,0,0,0,0,0,0,0,0,1,1
MAHARASHTRA,OSMANABAD,2004,0,0,0,1,0,0,1,0,0,0,2
MAHARASHTRA,PARBHANI,2004,1,0,0,0,0,0,0,0,0,1,2
MAHARASHTRA,PUNE COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,PUNE RLY.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,PUNE RURAL,2004,2,1,0,0,0,0,1,0,3,5,12
MAHARASHTRA,RAIGAD,2004,0,0,0,0,0,0,0,0,2,7,9
MAHARASHTRA,RATNAGIRI,2004,0,0,0,0,0,0,1,0,0,2,3
MAHARASHTRA,SANGLI,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,SATARA,2004,0,1,0,1,0,0,0,0,0,1,3
MAHARASHTRA,SINDHUDURG,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,SOLAPUR COMMR.,2004,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,SOLAPUR RURAL,2004,0,1,0,0,0,0,0,0,0,1,2
MAHARASHTRA,THANE COMMR.,2004,0,0,0,0,0,1,0,0,0,1,2
MAHARASHTRA,THANE RURAL,2004,1,4,2,0,0,1,1,0,11,19,39
MAHARASHTRA,WARDHA,2004,0,0,0,0,0,0,0,0,1,2,3
MAHARASHTRA,WASHIM,2004,0,0,0,0,0,0,0,0,0,2,2
MAHARASHTRA,YAVATMAL,2004,0,5,1,0,0,0,0,0,1,16,23
MANIPUR,BISHNUPUR,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHANDEL,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,IMPHAL(EAST),2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,IMPHAL(WEST),2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,SENAPATI,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,TAMENGLONG,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,THOUBAL,2004,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,UKHRUL,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS EAST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS SOUTH,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,GARO HILLS WEST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,JAINTIA HILLS,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,KHASI HILLS EAST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,KHASI HILLS WEST,2004,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,RI-BHOI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,AIZAWL,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,CHAMPHAI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,KOLASIB,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,LAWNGTLAI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,LUNGLEI,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,MAMIT,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,SAIHA,2004,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,SERCHHIP,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,DIMAPUR,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KIPHIRE,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,KOHIMA,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MOKOKCHUNG,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,MON,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PEREN,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,PHEK,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,TUENSANG,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,WOKHA,2004,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,ZUNHEBOTO,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,ANGUL,2004,0,0,1,0,0,0,3,0,8,6,18
ODISHA,BALASORE,2004,0,0,0,0,0,0,0,0,0,6,6
ODISHA,BARAGARH,2004,1,2,1,0,1,0,0,0,0,0,5
ODISHA,BERHAMPUR,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,BHADRAK,2004,0,0,0,0,0,0,1,0,3,0,4
ODISHA,BOLANGIR,2004,5,4,1,0,0,0,6,0,0,6,22
ODISHA,BOUDH,2004,0,0,0,0,0,0,2,0,3,1,6
ODISHA,CUTTACK,2004,0,0,0,0,0,0,0,0,1,0,1
ODISHA,DEOGARH,2004,0,1,0,0,0,1,3,0,0,2,7
ODISHA,DHENKANAL,2004,1,2,0,0,0,1,2,0,17,6,29
ODISHA,GAJAPATI,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,GANJAM,2004,0,2,0,0,0,0,2,0,7,3,14
ODISHA,JAGATSINGHPUR,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JAJPUR,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,JHARSUGUDA,2004,0,0,0,0,0,0,0,0,2,2,4
ODISHA,KALAHANDI,2004,1,1,0,0,0,0,1,0,0,11,14
ODISHA,KANDHAMAL,2004,1,2,3,0,0,0,7,0,25,0,38
ODISHA,KENDRAPARA,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,KEONJHAR,2004,2,1,0,0,1,1,6,0,0,0,11
ODISHA,KHURDA,2004,0,0,0,0,0,0,2,0,2,0,4
ODISHA,KORAPUT,2004,0,3,0,0,0,0,0,0,28,25,56
ODISHA,MALKANGIR,2004,1,1,0,0,0,0,2,0,0,4,8
ODISHA,MAYURBHANJ,2004,0,4,0,0,0,0,0,0,21,51,76
ODISHA,NAYAGARH,2004,0,0,0,0,0,0,0,0,0,0,0
ODISHA,NOWRANGPUR,2004,1,3,0,1,0,0,9,0,22,0,36
ODISHA,NUAPADA,2004,0,1,1,0,0,0,3,0,15,72,92
ODISHA,PURI,2004,0,0,0,0,0,0,0,0,0,0,0
